customer_id,customer_name,gender,age,email,phone,country,state,city,loyalty_member
CUST0082,Customer_82,Male,21,customer82@mail.com,18363360614,Canada,Ontario,Toronto,No
CUST0083,Customer_83,Female,53,customer83@mail.com,19835494046,USA,New York,Rochester,Yes
CUST0084,Customer_84,Male,51,customer84@mail.com,16688859098,Canada,Ontario,Toronto,Yes
CUST0085,Customer_85,Female,18,customer85@mail.com,449165644620,UK,Wales,Cardiff,No
CUST0086,Customer_86,Male,64,customer86@mail.com,18152477096,USA,New York,New York,Yes
CUST0087,Customer_87,Male,60,customer87@mail.com,16829741139,USA,New York,Buffalo,Yes
CUST0088,Customer_88,Male,43,customer88@mail.com,918857863845,India,Maharashtra,Nagpur,No
CUST0089,Customer_89,Female,45,customer89@mail.com,19112637331,Canada,Ontario,Toronto,Yes
CUST0090,Customer_90,Female,27,customer90@mail.com,18291853097,USA,New York,Buffalo,No
CUST0091,Customer_91,Male,62,customer91@mail.com,918024256598,India,Delhi,New Delhi,Yes
CUST0092,Customer_92,Male,22,customer92@mail.com,919741694241,India,Maharashtra,Pune,No
CUST0093,Customer_93,Male,42,customer93@mail.com,16820912376,USA,Texas,Houston,Yes
CUST0094,Customer_94,Male,64,customer94@mail.com,446041038589,UK,Wales,Swansea,Yes
CUST0095,Customer_95,Female,40,customer95@mail.com,919264168253,India,Karnataka,Bengaluru,Yes
CUST0096,Customer_96,Female,61,customer96@mail.com,16640768434,Canada,Quebec,Montreal,Yes
CUST0097,Customer_97,Male,25,customer97@mail.com,446994815607,UK,Scotland,Edinburgh,Yes
CUST0098,Customer_98,Female,34,customer98@mail.com,17762945894,USA,California,San Diego,Yes
CUST0099,Customer_99,Female,46,customer99@mail.com,17325526257,Canada,British Columbia,Victoria,Yes
CUST0100,Customer_100,Male,26,customer100@mail.com,449935619423,UK,Scotland,Glasgow,No
CUST0101,Customer_101,Male,47,customer101@mail.com,449285472473,UK,Scotland,Edinburgh,No
CUST0102,Customer_102,Male,31,customer102@mail.com,446075943309,UK,Wales,Swansea,Yes
CUST0103,Customer_103,Male,58,customer103@mail.com,19745127326,Canada,Ontario,Ottawa,No
CUST0104,Customer_104,Male,59,customer104@mail.com,19308611758,Canada,Ontario,Ottawa,No
CUST0105,Customer_105,Male,36,customer105@mail.com,918635409363,India,Tamil Nadu,Chennai,No
CUST0106,Customer_106,Male,48,customer106@mail.com,18310032086,Canada,Quebec,Montreal,Yes
CUST0107,Customer_107,Female,22,customer107@mail.com,18487524931,USA,Texas,Houston,No
CUST0108,Customer_108,Male,41,customer108@mail.com,919504626465,India,Delhi,New Delhi,No
CUST0109,Customer_109,Female,53,customer109@mail.com,17473730836,Canada,Ontario,Toronto,No
CUST0110,Customer_110,Female,49,customer110@mail.com,916472697055,India,Tamil Nadu,Chennai,Yes
CUST0111,Customer_111,Female,45,customer111@mail.com,16830233748,Canada,British Columbia,Victoria,No
CUST0112,Customer_112,Female,53,customer112@mail.com,916555861177,India,Maharashtra,Nagpur,Yes
CUST0113,Customer_113,Male,26,customer113@mail.com,18731161209,USA,Texas,Austin,Yes
CUST0114,Customer_114,Female,40,customer114@mail.com,16121139021,USA,California,San Francisco,Yes
CUST0115,Customer_115,Male,56,customer115@mail.com,919983952283,India,Maharashtra,Pune,No
CUST0116,Customer_116,Male,28,customer116@mail.com,449779754960,UK,Wales,Cardiff,No
CUST0117,Customer_117,Male,33,customer117@mail.com,447159506352,UK,Wales,Cardiff,No
CUST0118,Customer_118,Female,52,customer118@mail.com,449806070888,UK,Wales,Swansea,No
CUST0119,Customer_119,Female,27,customer119@mail.com,917311297937,India,Delhi,New Delhi,No
CUST0120,Customer_120,Female,38,customer120@mail.com,18595020730,USA,Texas,Dallas,Yes
CUST0121,Customer_121,Male,37,customer121@mail.com,16250531822,Canada,Ontario,Ottawa,No
CUST0122,Customer_122,Female,44,customer122@mail.com,916836650315,India,Maharashtra,Mumbai,No
CUST0123,Customer_123,Male,50,customer123@mail.com,446955648223,UK,Scotland,Glasgow,No
CUST0124,Customer_124,Male,41,customer124@mail.com,19313507568,Canada,Ontario,Toronto,Yes
CUST0125,Customer_125,Male,22,customer125@mail.com,917800242040,India,Maharashtra,Nagpur,No
CUST0126,Customer_126,Female,26,customer126@mail.com,18676434736,Canada,Ontario,Toronto,No
CUST0127,Customer_127,Female,39,customer127@mail.com,919522399454,India,Delhi,Delhi,Yes
CUST0128,Customer_128,Female,52,customer128@mail.com,917474879111,India,Tamil Nadu,Chennai,Yes
CUST0129,Customer_129,Female,44,customer129@mail.com,447340259320,UK,England,Manchester,Yes
CUST0130,Customer_130,Female,26,customer130@mail.com,17507206650,Canada,Ontario,Toronto,Yes
CUST0131,Customer_131,Male,54,customer131@mail.com,447861826771,UK,Scotland,Edinburgh,Yes
CUST0132,Customer_132,Female,31,customer132@mail.com,446472127041,UK,Wales,Cardiff,No
CUST0133,Customer_133,Female,53,customer133@mail.com,16173201479,Canada,Ontario,Toronto,Yes
CUST0134,Customer_134,Female,45,customer134@mail.com,917992097300,India,Delhi,New Delhi,Yes
CUST0135,Customer_135,Female,62,customer135@mail.com,916808813133,India,Karnataka,Mysuru,No
CUST0136,Customer_136,Male,37,customer136@mail.com,17587109729,Canada,Ontario,Toronto,No
CUST0137,Customer_137,Female,56,customer137@mail.com,918787923096,India,Delhi,Delhi,No
CUST0138,Customer_138,Male,45,customer138@mail.com,19430487665,USA,Texas,Houston,No
CUST0139,Customer_139,Male,53,customer139@mail.com,19055593687,USA,New York,Buffalo,Yes
CUST0140,Customer_140,Female,24,customer140@mail.com,16064407245,USA,Texas,Dallas,Yes
CUST0141,Customer_141,Female,18,customer141@mail.com,918570214747,India,Maharashtra,Mumbai,Yes
CUST0142,Customer_142,Male,60,customer142@mail.com,449088595278,UK,Scotland,Glasgow,No
CUST0143,Customer_143,Male,32,customer143@mail.com,447122141426,UK,Scotland,Edinburgh,No
CUST0144,Customer_144,Female,62,customer144@mail.com,18415399659,Canada,Ontario,Toronto,Yes
CUST0145,Customer_145,Female,36,customer145@mail.com,917349005526,India,Tamil Nadu,Chennai,No
CUST0146,Customer_146,Female,32,customer146@mail.com,449302116684,UK,Scotland,Edinburgh,Yes
CUST0147,Customer_147,Male,29,customer147@mail.com,19627965619,USA,New York,New York,Yes
CUST0148,Customer_148,Female,51,customer148@mail.com,17103614400,Canada,Ontario,Toronto,Yes
CUST0149,Customer_149,Female,29,customer149@mail.com,447122883231,UK,England,London,No
CUST0150,Customer_150,Female,38,customer150@mail.com,916693645318,India,Delhi,Delhi,No
CUST0151,Customer_151,Male,28,customer151@mail.com,448128121006,UK,Wales,Cardiff,No
CUST0152,Customer_152,Female,43,customer152@mail.com,19911020934,Canada,Ontario,Toronto,Yes
CUST0153,Customer_153,Female,51,customer153@mail.com,16420363831,Canada,Quebec,Montreal,No
CUST0154,Customer_154,Male,56,customer154@mail.com,19213276921,USA,California,San Francisco,Yes
CUST0155,Customer_155,Male,45,customer155@mail.com,17905349151,USA,California,San Diego,Yes
CUST0156,Customer_156,Male,48,customer156@mail.com,19703728279,USA,Texas,Austin,No
CUST0157,Customer_157,Female,44,customer157@mail.com,16997622567,Canada,Ontario,Ottawa,Yes
CUST0158,Customer_158,Male,64,customer158@mail.com,16245531596,Canada,British Columbia,Victoria,No
CUST0159,Customer_159,Female,52,customer159@mail.com,19383924757,Canada,British Columbia,Vancouver,Yes
CUST0160,Customer_160,Male,58,customer160@mail.com,447229023566,UK,England,Manchester,Yes
CUST0161,Customer_161,Male,58,customer161@mail.com,19847264468,USA,New York,New York,Yes
CUST0162,Customer_162,Male,45,customer162@mail.com,446543380767,UK,Wales,Swansea,Yes
CUST0163,Customer_163,Female,22,customer163@mail.com,16638260608,USA,Texas,Houston,No
CUST0164,Customer_164,Female,61,customer164@mail.com,19455569117,USA,California,Los Angeles,Yes
CUST0165,Customer_165,Female,25,customer165@mail.com,919775853590,India,Maharashtra,Mumbai,Yes
CUST0166,Customer_166,Female,58,customer166@mail.com,918902816318,India,Karnataka,Mysuru,Yes
CUST0167,Customer_167,Female,23,customer167@mail.com,18843467115,Canada,Ontario,Toronto,No
CUST0168,Customer_168,Female,33,customer168@mail.com,448938350745,UK,England,Manchester,Yes
CUST0169,Customer_169,Male,37,customer169@mail.com,18463588828,USA,Texas,Austin,No
CUST0170,Customer_170,Female,34,customer170@mail.com,19631347102,USA,New York,Rochester,No
CUST0171,Customer_171,Female,44,customer171@mail.com,918381259926,India,Tamil Nadu,Chennai,No
CUST0172,Customer_172,Male,39,customer172@mail.com,916278401501,India,Maharashtra,Pune,No
CUST0173,Customer_173,Male,48,customer173@mail.com,447670353669,UK,Wales,Swansea,No
CUST0174,Customer_174,Male,19,customer174@mail.com,919877594245,India,Delhi,New Delhi,Yes
CUST0175,Customer_175,Male,49,customer175@mail.com,18389337944,Canada,Ontario,Toronto,Yes
CUST0176,Customer_176,Male,42,customer176@mail.com,916402752856,India,Maharashtra,Mumbai,Yes
CUST0177,Customer_177,Male,38,customer177@mail.com,19975048771,Canada,Ontario,Ottawa,No
CUST0178,Customer_178,Female,49,customer178@mail.com,18154243904,Canada,Ontario,Toronto,Yes
CUST0179,Customer_179,Male,35,customer179@mail.com,17067158682,USA,California,San Francisco,No
CUST0180,Customer_180,Female,22,customer180@mail.com,446798172013,UK,England,Birmingham,No
CUST0181,Customer_181,Male,51,customer181@mail.com,18208940576,USA,Texas,Dallas,Yes
CUST0182,Customer_182,Male,62,customer182@mail.com,18324590605,USA,New York,Rochester,Yes
CUST0183,Customer_183,Male,24,customer183@mail.com,447630043512,UK,England,London,No
CUST0184,Customer_184,Female,60,customer184@mail.com,18296209109,USA,New York,Buffalo,Yes
CUST0185,Customer_185,Male,62,customer185@mail.com,17208269288,USA,Texas,Houston,No
CUST0186,Customer_186,Female,27,customer186@mail.com,19982263010,Canada,Ontario,Toronto,Yes
CUST0187,Customer_187,Female,49,customer187@mail.com,17786900078,Canada,Ontario,Ottawa,Yes
CUST0188,Customer_188,Female,43,customer188@mail.com,449874488028,UK,Scotland,Glasgow,No
CUST0189,Customer_189,Female,54,customer189@mail.com,917521884743,India,Delhi,Delhi,No
CUST0190,Customer_190,Male,32,customer190@mail.com,17101791450,Canada,Quebec,Montreal,Yes
CUST0191,Customer_191,Male,44,customer191@mail.com,19959860636,USA,Texas,Houston,No
CUST0192,Customer_192,Male,23,customer192@mail.com,917619892592,India,Maharashtra,Pune,Yes
CUST0193,Customer_193,Female,34,customer193@mail.com,16732042651,USA,Texas,Houston,Yes
CUST0194,Customer_194,Male,56,customer194@mail.com,919747616024,India,Maharashtra,Pune,Yes
CUST0195,Customer_195,Female,54,customer195@mail.com,16155207047,Canada,Quebec,Quebec City,Yes
CUST0196,Customer_196,Male,54,customer196@mail.com,17660529035,Canada,Ontario,Toronto,No
CUST0197,Customer_197,Male,56,customer197@mail.com,18517861339,USA,New York,New York,No
CUST0198,Customer_198,Male,30,customer198@mail.com,16561593282,Canada,Quebec,Quebec City,Yes
CUST0199,Customer_199,Female,39,customer199@mail.com,18714288329,Canada,Ontario,Ottawa,No
CUST0200,Customer_200,Male,41,customer200@mail.com,16671659184,Canada,Ontario,Ottawa,Yes
CUST0201,Customer_201,Female,37,customer201@mail.com,18318272532,Canada,Ontario,Toronto,No
CUST0202,Customer_202,Female,45,customer202@mail.com,16277764733,Canada,British Columbia,Vancouver,No
CUST0203,Customer_203,Male,58,customer203@mail.com,917859826467,India,Maharashtra,Mumbai,Yes
CUST0204,Customer_204,Female,31,customer204@mail.com,446508167085,UK,England,Birmingham,No
CUST0205,Customer_205,Male,26,customer205@mail.com,918053123387,India,Delhi,Delhi,Yes
CUST0206,Customer_206,Female,59,customer206@mail.com,18202810014,USA,California,San Francisco,Yes
CUST0207,Customer_207,Female,36,customer207@mail.com,446094417912,UK,Wales,Cardiff,Yes
CUST0208,Customer_208,Female,60,customer208@mail.com,449396763235,UK,Wales,Swansea,Yes
CUST0209,Customer_209,Male,32,customer209@mail.com,17067512412,Canada,British Columbia,Vancouver,Yes
CUST0210,Customer_210,Male,61,customer210@mail.com,916311835685,India,Maharashtra,Nagpur,No
CUST0211,Customer_211,Female,29,customer211@mail.com,16162915894,Canada,Ontario,Ottawa,Yes
CUST0212,Customer_212,Male,44,customer212@mail.com,16838746799,USA,Texas,Houston,No
CUST0213,Customer_213,Female,63,customer213@mail.com,19875695889,Canada,Ontario,Toronto,No
CUST0214,Customer_214,Female,63,customer214@mail.com,448050213662,UK,England,Birmingham,No
CUST0215,Customer_215,Male,42,customer215@mail.com,448213482568,UK,Wales,Cardiff,No
CUST0216,Customer_216,Male,64,customer216@mail.com,17412750956,Canada,Quebec,Montreal,Yes
CUST0217,Customer_217,Female,33,customer217@mail.com,19047344586,Canada,British Columbia,Victoria,No
CUST0218,Customer_218,Female,57,customer218@mail.com,446248422773,UK,Wales,Swansea,Yes
CUST0219,Customer_219,Female,26,customer219@mail.com,446427683966,UK,England,London,Yes
CUST0220,Customer_220,Male,34,customer220@mail.com,919276484609,India,Delhi,New Delhi,No
CUST0221,Customer_221,Male,54,customer221@mail.com,448420859236,UK,Wales,Swansea,Yes
CUST0222,Customer_222,Female,57,customer222@mail.com,919393447810,India,Delhi,Delhi,Yes
CUST0223,Customer_223,Male,52,customer223@mail.com,446708875349,UK,Scotland,Glasgow,Yes
CUST0224,Customer_224,Female,37,customer224@mail.com,918106000046,India,Delhi,New Delhi,No
CUST0225,Customer_225,Male,29,customer225@mail.com,918917120563,India,Delhi,Delhi,Yes
CUST0226,Customer_226,Male,31,customer226@mail.com,17400383545,Canada,Ontario,Toronto,No
CUST0227,Customer_227,Female,35,customer227@mail.com,446255602326,UK,England,London,Yes
CUST0228,Customer_228,Female,27,customer228@mail.com,17404515402,Canada,Ontario,Toronto,No
CUST0229,Customer_229,Male,32,customer229@mail.com,449710867619,UK,England,Birmingham,Yes
CUST0230,Customer_230,Female,30,customer230@mail.com,16478793871,Canada,Quebec,Montreal,Yes
CUST0231,Customer_231,Male,58,customer231@mail.com,917360083120,India,Delhi,Delhi,Yes
CUST0232,Customer_232,Male,30,customer232@mail.com,446747579278,UK,Wales,Swansea,No
CUST0233,Customer_233,Male,55,customer233@mail.com,16902128403,Canada,Quebec,Quebec City,Yes
CUST0234,Customer_234,Male,29,customer234@mail.com,18590652714,USA,California,Los Angeles,Yes
CUST0235,Customer_235,Male,47,customer235@mail.com,19124651446,USA,New York,Rochester,No
CUST0236,Customer_236,Male,35,customer236@mail.com,18768994391,Canada,Ontario,Ottawa,Yes
CUST0237,Customer_237,Female,64,customer237@mail.com,919194335580,India,Maharashtra,Nagpur,Yes
CUST0238,Customer_238,Male,33,customer238@mail.com,19826307138,USA,New York,New York,No
CUST0239,Customer_239,Female,28,customer239@mail.com,449455667947,UK,Scotland,Edinburgh,No
CUST0240,Customer_240,Female,36,customer240@mail.com,17653682106,Canada,British Columbia,Victoria,Yes
CUST0241,Customer_241,Male,26,customer241@mail.com,446787805065,UK,England,Manchester,Yes
CUST0242,Customer_242,Male,18,customer242@mail.com,448778194408,UK,Wales,Cardiff,Yes
CUST0243,Customer_243,Male,31,customer243@mail.com,919659855231,India,Delhi,Delhi,Yes
CUST0244,Customer_244,Male,41,customer244@mail.com,447983517418,UK,England,Manchester,No
CUST0245,Customer_245,Male,26,customer245@mail.com,17820246582,USA,Texas,Dallas,Yes
CUST0246,Customer_246,Male,50,customer246@mail.com,918826086592,India,Maharashtra,Pune,No
CUST0247,Customer_247,Male,63,customer247@mail.com,19456892257,USA,Texas,Austin,No
CUST0248,Customer_248,Male,42,customer248@mail.com,449745948996,UK,Scotland,Edinburgh,No
CUST0249,Customer_249,Female,30,customer249@mail.com,19183038614,USA,New York,Rochester,Yes
CUST0250,Customer_250,Male,27,customer250@mail.com,446682302906,UK,Scotland,Edinburgh,No
CUST0251,Customer_251,Female,40,customer251@mail.com,917429558946,India,Karnataka,Mysuru,Yes
CUST0252,Customer_252,Female,59,customer252@mail.com,19515225736,USA,Texas,Dallas,Yes
CUST0253,Customer_253,Male,52,customer253@mail.com,919771572441,India,Tamil Nadu,Chennai,No
CUST0254,Customer_254,Male,58,customer254@mail.com,446689959759,UK,Wales,Cardiff,No
CUST0255,Customer_255,Male,51,customer255@mail.com,917895019069,India,Maharashtra,Nagpur,Yes
CUST0256,Customer_256,Female,37,customer256@mail.com,446128466230,UK,Scotland,Edinburgh,Yes
CUST0257,Customer_257,Male,24,customer257@mail.com,447711578201,UK,Wales,Cardiff,No
CUST0258,Customer_258,Male,39,customer258@mail.com,18755779344,Canada,Ontario,Ottawa,No
CUST0259,Customer_259,Male,28,customer259@mail.com,18899293614,USA,Texas,Austin,Yes
CUST0260,Customer_260,Female,43,customer260@mail.com,18220160746,Canada,Quebec,Quebec City,Yes
CUST0261,Customer_261,Female,44,customer261@mail.com,449128604980,UK,Scotland,Edinburgh,Yes
CUST0262,Customer_262,Male,39,customer262@mail.com,919154373286,India,Karnataka,Mysuru,No
CUST0263,Customer_263,Female,25,customer263@mail.com,19596961511,Canada,Ontario,Ottawa,No
CUST0264,Customer_264,Male,20,customer264@mail.com,916200091968,India,Maharashtra,Pune,Yes
CUST0265,Customer_265,Female,45,customer265@mail.com,16124804069,USA,Texas,Houston,Yes
CUST0266,Customer_266,Male,38,customer266@mail.com,16894256300,Canada,Ontario,Ottawa,Yes
CUST0267,Customer_267,Female,46,customer267@mail.com,18927581264,USA,Texas,Houston,Yes
CUST0268,Customer_268,Male,41,customer268@mail.com,17584076755,Canada,Ontario,Ottawa,No
CUST0269,Customer_269,Male,41,customer269@mail.com,916295345631,India,Maharashtra,Pune,No
CUST0270,Customer_270,Male,41,customer270@mail.com,16642311482,USA,Texas,Houston,No
CUST0271,Customer_271,Female,49,customer271@mail.com,447913941854,UK,Scotland,Glasgow,Yes
CUST0272,Customer_272,Male,61,customer272@mail.com,448350427882,UK,Wales,Swansea,Yes
CUST0273,Customer_273,Male,32,customer273@mail.com,18510171421,USA,New York,Rochester,No
CUST0274,Customer_274,Female,39,customer274@mail.com,917944184523,India,Tamil Nadu,Coimbatore,No
CUST0275,Customer_275,Female,53,customer275@mail.com,449800167132,UK,England,Manchester,No
CUST0276,Customer_276,Female,37,customer276@mail.com,447598052133,UK,England,Manchester,Yes
CUST0277,Customer_277,Male,58,customer277@mail.com,16210794622,Canada,Quebec,Montreal,No
CUST0278,Customer_278,Female,31,customer278@mail.com,16417339299,USA,Texas,Dallas,No
CUST0279,Customer_279,Male,36,customer279@mail.com,19079041080,Canada,Quebec,Quebec City,Yes
CUST0280,Customer_280,Female,22,customer280@mail.com,17083091344,USA,Texas,Houston,Yes
CUST0281,Customer_281,Female,21,customer281@mail.com,18607197901,Canada,British Columbia,Victoria,No
CUST0282,Customer_282,Female,62,customer282@mail.com,917746625087,India,Delhi,Delhi,No
CUST0283,Customer_283,Female,57,customer283@mail.com,18505213542,USA,Texas,Houston,No
CUST0284,Customer_284,Male,26,customer284@mail.com,18563570016,USA,Texas,Austin,Yes
CUST0285,Customer_285,Male,39,customer285@mail.com,448691065181,UK,Wales,Swansea,Yes
CUST0286,Customer_286,Female,63,customer286@mail.com,918285706757,India,Tamil Nadu,Coimbatore,Yes
CUST0287,Customer_287,Male,53,customer287@mail.com,449294859599,UK,England,Birmingham,No
CUST0288,Customer_288,Male,41,customer288@mail.com,447573805440,UK,England,Manchester,No
CUST0289,Customer_289,Female,26,customer289@mail.com,16210469664,USA,California,San Francisco,No
CUST0290,Customer_290,Female,38,customer290@mail.com,19998950464,Canada,Ontario,Toronto,Yes
CUST0291,Customer_291,Female,51,customer291@mail.com,19940275202,USA,Texas,Austin,Yes
CUST0292,Customer_292,Male,59,customer292@mail.com,17934163799,Canada,Ontario,Toronto,Yes
CUST0293,Customer_293,Female,48,customer293@mail.com,19760646133,Canada,Quebec,Montreal,Yes
CUST0294,Customer_294,Male,60,customer294@mail.com,17360329343,USA,New York,Rochester,Yes
CUST0295,Customer_295,Male,64,customer295@mail.com,18963295440,Canada,Ontario,Ottawa,Yes
